date,year,month,quarter,day_of_week,is_weekend,is_holiday,covers,gross_revenue,cogs,gross_profit,labour_cost,fixed_ops_cost,operating_profit,gp_margin_pct
2020-07-08,2020,7,3,Wed,False,False,27,1362.0,440.33,921.67,1046.66,153.0,-277.99,67.7
2020-07-09,2020,7,3,Thu,False,False,25,1223.0,412.3,810.7,1046.66,158.43,-394.39,66.3
2020-07-10,2020,7,3,Fri,False,False,35,1752.5,569.07,1183.43,1059.79,164.48,-40.84,67.5
2020-07-11,2020,7,3,Sat,True,False,65,3128.5,1023.54,2104.96,1133.33,168.97,802.66,67.3
2020-07-12,2020,7,3,Sun,True,False,47,2573.0,846.97,1726.03,1133.33,162.6,430.1,67.1
2020-07-13,2020,7,3,Mon,False,False,20,1421.5,460.71,960.79,1020.66,154.97,-214.84,67.6
2020-07-14,2020,7,3,Tue,False,False,24,1288.0,427.79,860.21,1046.66,159.69,-346.14,66.8
2020-07-15,2020,7,3,Wed,False,False,27,1514.0,482.53,1031.47,1046.66,158.55,-173.74,68.1
2020-07-16,2020,7,3,Thu,False,False,24,1401.5,463.27,938.23,1046.66,158.32,-266.75,66.9
2020-07-17,2020,7,3,Fri,False,False,34,1885.0,620.79,1264.21,1059.79,170.25,34.17,67.1
2020-07-18,2020,7,3,Sat,True,False,69,4335.0,1437.4,2897.6,1133.33,165.37,1598.9,66.8
2020-07-19,2020,7,3,Sun,True,False,51,3525.0,1174.5,2350.5,1133.33,167.48,1049.69,66.7
2020-07-20,2020,7,3,Mon,False,False,21,1011.0,330.9,680.1,1046.66,162.94,-529.5,67.3
2020-07-21,2020,7,3,Tue,False,False,23,1250.5,397.76,852.74,1046.66,166.37,-360.29,68.2
2020-07-22,2020,7,3,Wed,False,False,26,1720.5,547.03,1173.47,1046.66,152.96,-26.15,68.2
2020-07-23,2020,7,3,Thu,False,False,29,2300.0,766.31,1533.69,1046.66,162.1,324.93,66.7
2020-07-24,2020,7,3,Fri,False,False,34,2419.5,795.81,1623.69,1059.79,164.34,399.56,67.1
2020-07-25,2020,7,3,Sat,True,False,63,4059.5,1351.72,2707.78,1133.33,175.64,1398.81,66.7
2020-07-26,2020,7,3,Sun,True,False,58,3458.5,1101.45,2357.05,1133.33,171.25,1052.47,68.2
2020-07-27,2020,7,3,Mon,False,False,27,1405.5,451.39,954.11,1046.66,164.33,-256.88,67.9
2020-07-28,2020,7,3,Tue,False,False,24,1215.5,408.45,807.05,1046.66,158.18,-397.79,66.4
2020-07-29,2020,7,3,Wed,False,False,25,1545.5,508.4,1037.1,1046.66,156.74,-166.3,67.1
2020-07-30,2020,7,3,Thu,False,False,26,1555.0,504.26,1050.74,1046.66,169.59,-165.51,67.6
2020-07-31,2020,7,3,Fri,False,False,41,2228.0,711.06,1516.94,1059.79,167.14,290.01,68.1
2020-08-01,2020,8,3,Sat,True,False,46,2739.0,909.26,1829.74,1133.33,175.0,521.41,66.8
2020-08-02,2020,8,3,Sun,True,False,53,4061.0,1306.59,2754.41,1133.33,167.28,1453.8,67.8
2020-08-03,2020,8,3,Mon,False,False,23,1196.5,404.87,791.63,1046.66,159.48,-414.51,66.2
2020-08-04,2020,8,3,Tue,False,False,19,879.0,287.87,591.13,1020.66,164.67,-594.2,67.3
2020-08-05,2020,8,3,Wed,False,False,21,1374.0,441.8,932.2,1046.66,168.72,-283.18,67.8
2020-08-06,2020,8,3,Thu,False,False,29,1830.0,611.16,1218.84,1046.66,167.85,4.33,66.6
2020-08-07,2020,8,3,Fri,False,False,34,1917.5,618.06,1299.44,1059.79,163.58,76.07,67.8
2020-08-08,2020,8,3,Sat,True,False,64,4283.5,1380.31,2903.19,1133.33,169.95,1599.91,67.8
2020-08-09,2020,8,3,Sun,True,False,52,3699.5,1242.57,2456.93,1133.33,170.6,1153.0,66.4
2020-08-10,2020,8,3,Mon,False,False,22,1419.0,471.59,947.41,1046.66,160.18,-259.43,66.8
2020-08-11,2020,8,3,Tue,False,False,30,1577.5,504.45,1073.05,1059.79,172.26,-159.0,68.0
2020-08-12,2020,8,3,Wed,False,False,22,1532.0,495.58,1036.42,1046.66,163.51,-173.75,67.7
2020-08-13,2020,8,3,Thu,False,False,27,1112.0,365.63,746.37,1046.66,158.31,-458.6,67.1
2020-08-14,2020,8,3,Fri,False,False,34,1850.0,625.09,1224.91,1059.79,162.6,2.52,66.2
2020-08-15,2020,8,3,Sat,True,False,56,3536.0,1134.17,2401.83,990.45,167.96,1243.42,67.9
2020-08-16,2020,8,3,Sun,True,False,47,2450.5,813.84,1636.66,990.45,168.16,478.05,66.8
2020-08-17,2020,8,3,Mon,False,False,27,1605.5,523.57,1081.93,921.63,159.85,0.45,67.4
2020-08-18,2020,8,3,Tue,False,False,22,1016.5,312.85,703.65,921.63,165.13,-383.11,69.2
2020-08-19,2020,8,3,Wed,False,False,23,1198.5,398.25,800.25,921.63,157.4,-278.78,66.8
2020-08-20,2020,8,3,Thu,False,False,27,1014.5,307.04,707.46,921.63,173.78,-387.95,69.7
2020-08-21,2020,8,3,Fri,False,False,37,2585.5,841.63,1743.87,934.76,152.85,656.26,67.4
2020-08-22,2020,8,3,Sat,True,False,53,3438.0,1133.22,2304.78,990.45,177.03,1137.3,67.0
2020-08-23,2020,8,3,Sun,True,False,45,2943.5,965.62,1977.88,990.45,163.13,824.3,67.2
2020-08-24,2020,8,3,Mon,False,False,21,978.5,315.97,662.53,921.63,161.77,-420.87,67.7
2020-08-25,2020,8,3,Tue,False,False,22,1695.5,559.76,1135.74,921.63,155.97,58.14,67.0
2020-08-26,2020,8,3,Wed,False,False,21,1392.0,466.48,925.52,921.63,158.78,-154.89,66.5
2020-08-27,2020,8,3,Thu,False,False,25,1452.0,477.72,974.28,921.63,166.11,-113.46,67.1
2020-08-28,2020,8,3,Fri,False,False,31,1594.0,515.39,1078.61,934.76,158.44,-14.59,67.7
2020-08-29,2020,8,3,Sat,True,False,55,3854.5,1300.54,2553.96,990.45,162.84,1400.67,66.3
2020-08-30,2020,8,3,Sun,True,False,50,3022.0,985.18,2036.82,990.45,169.69,876.68,67.4
2020-08-31,2020,8,3,Mon,False,False,24,1440.5,454.41,986.09,921.63,154.56,-90.1,68.5
2020-09-01,2020,9,3,Tue,False,False,27,1154.5,371.29,783.21,1047.63,156.22,-420.64,67.8
2020-09-02,2020,9,3,Wed,False,False,25,1647.5,553.36,1094.14,1047.63,159.9,-113.39,66.4
2020-09-03,2020,9,3,Thu,False,False,32,1871.0,615.77,1255.23,1060.76,159.73,34.74,67.1
2020-09-04,2020,9,3,Fri,False,False,46,2301.0,735.0,1566.0,1060.76,169.7,335.54,68.1
2020-09-05,2020,9,3,Sat,True,False,86,5214.0,1687.37,3526.63,1134.45,181.3,2210.88,67.6
2020-09-06,2020,9,3,Sun,True,False,54,2419.0,786.17,1632.83,1134.45,161.89,336.49,67.5
2020-09-07,2020,9,3,Mon,False,False,28,1630.5,529.2,1101.3,1047.63,170.68,-117.01,67.5
2020-09-08,2020,9,3,Tue,False,False,33,1972.5,661.68,1310.82,1060.76,156.93,93.13,66.5
2020-09-09,2020,9,3,Wed,False,False,31,2067.5,655.15,1412.35,1060.76,159.97,191.62,68.3
2020-09-10,2020,9,3,Thu,False,False,37,2391.5,775.28,1616.22,1060.76,166.64,388.82,67.6
2020-09-11,2020,9,3,Fri,False,False,34,1726.0,585.51,1140.49,1060.76,165.44,-85.71,66.1
2020-09-12,2020,9,3,Sat,True,False,67,4223.0,1386.31,2836.69,1134.45,182.16,1520.08,67.2
2020-09-13,2020,9,3,Sun,True,False,58,3517.0,1104.12,2412.88,1134.45,172.8,1105.63,68.6
2020-09-14,2020,9,3,Mon,False,False,32,1551.0,499.77,1051.23,1060.76,171.22,-180.75,67.8
2020-09-15,2020,9,3,Tue,False,False,29,1946.5,641.49,1305.01,1047.63,163.93,93.45,67.0
2020-09-16,2020,9,3,Wed,False,False,27,1351.0,412.2,938.8,1047.63,168.38,-277.21,69.5
2020-09-17,2020,9,3,Thu,False,False,31,1997.0,636.72,1360.28,1060.76,165.37,134.15,68.1
2020-09-18,2020,9,3,Fri,False,False,49,2981.5,970.08,2011.42,1060.76,174.56,776.1,67.5
2020-09-19,2020,9,3,Sat,True,False,70,4752.5,1578.0,3174.5,1134.45,171.33,1868.72,66.8
2020-09-20,2020,9,3,Sun,True,False,67,3870.5,1245.97,2624.53,1134.45,168.56,1321.52,67.8
2020-09-21,2020,9,3,Mon,False,False,34,2229.0,698.38,1530.62,1060.76,162.19,307.67,68.7
2020-09-22,2020,9,3,Tue,False,False,31,1598.0,520.24,1077.76,1060.76,157.57,-140.57,67.4
2020-09-23,2020,9,3,Wed,False,False,31,1743.5,567.56,1175.94,1060.76,163.35,-48.17,67.4
2020-09-24,2020,9,3,Thu,False,False,33,1895.0,586.99,1308.01,1060.76,164.67,82.58,69.0
2020-09-25,2020,9,3,Fri,False,False,40,2030.5,667.88,1362.62,1060.76,165.6,136.26,67.1
2020-09-26,2020,9,3,Sat,True,False,75,3893.0,1253.34,2639.66,1134.45,177.55,1327.66,67.8
2020-09-27,2020,9,3,Sun,True,False,83,5732.5,1898.23,3834.27,1134.45,179.99,2519.83,66.9
2020-09-28,2020,9,3,Mon,False,False,31,1856.0,579.55,1276.45,1060.76,169.77,45.92,68.8
2020-09-29,2020,9,3,Tue,False,False,23,1182.0,371.66,810.34,1047.63,160.53,-397.82,68.6
2020-09-30,2020,9,3,Wed,False,False,29,1556.5,524.68,1031.82,1047.63,167.07,-182.88,66.3
2020-10-01,2020,10,4,Thu,False,False,32,1938.5,623.75,1314.75,1060.76,158.83,95.16,67.8
2020-10-02,2020,10,4,Fri,False,False,38,2696.5,893.5,1803.0,1060.76,161.37,580.87,66.9
2020-10-03,2020,10,4,Sat,True,False,66,4179.5,1376.59,2802.91,1134.45,177.29,1491.17,67.1
2020-10-04,2020,10,4,Sun,True,False,58,3020.0,989.85,2030.15,1134.45,165.59,730.11,67.2
2020-10-05,2020,10,4,Mon,False,False,26,1618.0,514.09,1103.91,1047.63,158.35,-102.07,68.2
2020-10-06,2020,10,4,Tue,False,False,29,2217.0,730.13,1486.87,1047.63,163.79,275.45,67.1
2020-10-07,2020,10,4,Wed,False,False,24,1429.0,478.73,950.27,1047.63,153.28,-250.64,66.5
2020-10-08,2020,10,4,Thu,False,False,34,2048.0,665.84,1382.16,1060.76,160.37,161.03,67.5
2020-10-09,2020,10,4,Fri,False,False,35,2182.5,728.96,1453.54,1060.76,161.23,231.55,66.6
2020-10-10,2020,10,4,Sat,True,False,69,3560.5,1133.36,2427.14,1134.45,168.53,1124.16,68.2
2020-10-11,2020,10,4,Sun,True,False,67,3877.5,1264.43,2613.07,1134.45,166.08,1312.54,67.4
2020-10-12,2020,10,4,Mon,False,False,25,1134.5,362.39,772.11,1047.63,162.33,-437.85,68.1
2020-10-13,2020,10,4,Tue,False,False,28,1784.0,578.9,1205.1,1047.63,154.44,3.03,67.6
2020-10-14,2020,10,4,Wed,False,False,32,2091.0,699.63,1391.37,1060.76,159.77,170.84,66.5
2020-10-15,2020,10,4,Thu,False,False,36,2076.0,666.8,1409.2,1060.76,165.57,182.87,67.9
2020-10-16,2020,10,4,Fri,False,False,45,2163.0,715.42,1447.58,1060.76,165.05,221.77,66.9
2020-10-17,2020,10,4,Sat,True,False,69,3733.5,1188.67,2544.83,1134.45,179.39,1230.99,68.2
2020-10-18,2020,10,4,Sun,True,False,70,3787.0,1231.16,2555.84,1134.45,165.44,1255.95,67.5
2020-10-19,2020,10,4,Mon,False,False,31,2035.5,658.43,1377.07,1060.76,156.88,159.43,67.7
2020-10-20,2020,10,4,Tue,False,False,26,1534.0,502.27,1031.73,1047.63,161.2,-177.1,67.3
2020-10-21,2020,10,4,Wed,False,False,30,1804.5,595.19,1209.31,1060.76,164.99,-16.44,67.0
2020-10-22,2020,10,4,Thu,False,False,26,1535.5,521.28,1014.22,1047.63,175.58,-208.99,66.1
2020-10-23,2020,10,4,Fri,False,False,37,2356.0,740.16,1615.84,1060.76,161.88,393.2,68.6
2020-10-24,2020,10,4,Sat,True,False,55,3509.5,1132.18,2377.32,1134.45,171.15,1071.72,67.7
2020-10-25,2020,10,4,Sun,True,False,69,4315.5,1407.47,2908.03,1134.45,175.44,1598.14,67.4
2020-10-26,2020,10,4,Mon,False,False,28,1679.0,538.41,1140.59,1047.63,158.9,-65.94,67.9
2020-10-27,2020,10,4,Tue,False,False,23,1189.0,394.18,794.82,1047.63,158.31,-411.12,66.8
2020-10-28,2020,10,4,Wed,False,False,28,1635.0,528.4,1106.6,1047.63,173.11,-114.14,67.7
2020-10-29,2020,10,4,Thu,False,False,36,2058.0,664.55,1393.45,1060.76,165.71,166.98,67.7
2020-10-30,2020,10,4,Fri,False,False,35,1847.0,602.9,1244.1,1060.76,166.22,17.12,67.4
2020-10-31,2020,10,4,Sat,True,False,69,3497.0,1121.73,2375.27,1134.45,167.8,1073.02,67.9
2020-11-01,2020,11,4,Sun,True,False,44,2670.5,850.84,1819.66,1134.45,162.88,522.33,68.1
2020-11-02,2020,11,4,Mon,False,False,19,1122.0,364.89,757.11,1021.63,161.04,-425.56,67.5
2020-11-03,2020,11,4,Tue,False,False,17,1033.5,349.79,683.71,1021.63,159.99,-497.91,66.2
2020-11-04,2020,11,4,Wed,False,False,21,1165.0,377.34,787.66,1047.63,158.19,-418.16,67.6
2020-11-05,2020,11,4,Thu,False,False,24,1172.0,387.5,784.5,1047.63,168.91,-432.04,66.9
2020-11-06,2020,11,4,Fri,False,False,34,1425.5,444.72,980.78,1060.76,165.58,-245.56,68.8
2020-11-07,2020,11,4,Sat,True,False,51,3461.0,1158.89,2302.11,1134.45,162.72,1004.94,66.5
2020-11-08,2020,11,4,Sun,True,False,45,2811.0,921.71,1889.29,1134.45,163.73,591.11,67.2
2020-11-09,2020,11,4,Mon,False,False,19,1246.0,408.62,837.38,1021.63,156.18,-340.43,67.2
2020-11-10,2020,11,4,Tue,False,False,19,1200.5,388.1,812.4,1021.63,159.96,-369.19,67.7
2020-11-11,2020,11,4,Wed,False,False,22,1413.5,454.38,959.12,1047.63,143.43,-231.94,67.9
2020-11-12,2020,11,4,Thu,False,False,18,856.0,270.33,585.67,1021.63,155.96,-591.92,68.4
2020-11-13,2020,11,4,Fri,False,False,33,2114.5,701.73,1412.77,1060.76,154.23,197.78,66.8
2020-11-14,2020,11,4,Sat,True,False,56,3286.5,1082.16,2204.34,1134.45,165.54,904.35,67.1
2020-11-15,2020,11,4,Sun,True,False,55,3105.5,983.68,2121.82,1134.45,169.46,817.91,68.3
2020-11-16,2020,11,4,Mon,False,False,20,1104.5,355.46,749.04,1021.63,162.86,-435.45,67.8
2020-11-17,2020,11,4,Tue,False,False,22,1767.0,576.95,1190.05,1047.63,161.4,-18.98,67.3
2020-11-18,2020,11,4,Wed,False,False,21,1235.0,396.11,838.89,1047.63,150.81,-359.55,67.9
2020-11-19,2020,11,4,Thu,False,False,20,1223.0,387.49,835.51,1021.63,149.84,-335.96,68.3
2020-11-20,2020,11,4,Fri,False,False,22,1316.0,427.03,888.97,1047.63,154.45,-313.11,67.6
2020-11-21,2020,11,4,Sat,True,False,47,3563.5,1170.22,2393.28,1134.45,174.84,1083.99,67.2
2020-11-22,2020,11,4,Sun,True,False,54,3744.5,1224.06,2520.44,1134.45,162.63,1223.36,67.3
2020-11-23,2020,11,4,Mon,False,False,19,1123.5,387.47,736.03,1021.63,164.21,-449.81,65.5
2020-11-24,2020,11,4,Tue,False,False,19,1087.5,355.11,732.39,1021.63,158.32,-447.56,67.3
2020-11-25,2020,11,4,Wed,False,False,23,1166.5,379.27,787.23,1047.63,163.83,-424.23,67.5
2020-11-26,2020,11,4,Thu,False,True,30,2221.5,717.68,1503.82,1060.76,165.82,277.24,67.7
2020-11-27,2020,11,4,Fri,False,False,37,2434.5,814.3,1620.2,1060.76,171.67,387.77,66.6
2020-11-28,2020,11,4,Sat,True,False,39,2402.0,786.75,1615.25,1134.45,165.45,315.35,67.2
2020-11-29,2020,11,4,Sun,True,False,58,3509.5,1157.35,2352.15,1134.45,164.33,1053.37,67.0
2020-11-30,2020,11,4,Mon,False,False,20,1393.5,463.58,929.92,1021.63,159.95,-251.66,66.7
2020-12-01,2020,12,4,Tue,False,False,24,1621.0,514.47,1106.53,1047.63,159.67,-100.77,68.3
2020-12-02,2020,12,4,Wed,False,False,27,1833.5,608.43,1225.07,1047.63,169.19,8.25,66.8
2020-12-03,2020,12,4,Thu,False,False,25,1437.0,459.74,977.26,1047.63,167.99,-238.36,68.0
2020-12-04,2020,12,4,Fri,False,False,34,2270.5,717.31,1553.19,1060.76,159.01,333.42,68.4
2020-12-05,2020,12,4,Sat,True,False,69,4459.5,1459.73,2999.77,1134.45,187.33,1677.99,67.3
2020-12-06,2020,12,4,Sun,True,False,50,3432.5,1127.36,2305.14,1134.45,176.91,993.78,67.2
2020-12-07,2020,12,4,Mon,False,False,23,1771.5,587.86,1183.64,1047.63,160.24,-24.23,66.8
2020-12-08,2020,12,4,Tue,False,False,21,1328.0,428.8,899.2,1047.63,158.48,-306.91,67.7
2020-12-09,2020,12,4,Wed,False,False,27,1585.0,529.03,1055.97,1047.63,160.39,-152.05,66.6
2020-12-10,2020,12,4,Thu,False,False,27,1793.0,586.14,1206.86,1047.63,163.54,-4.31,67.3
2020-12-11,2020,12,4,Fri,False,False,34,1675.5,529.58,1145.92,1060.76,171.44,-86.28,68.4
2020-12-12,2020,12,4,Sat,True,False,60,3951.5,1297.41,2654.09,1134.45,170.36,1349.28,67.2
2020-12-13,2020,12,4,Sun,True,False,59,3445.5,1117.36,2328.14,1134.45,180.27,1013.42,67.6
2020-12-14,2020,12,4,Mon,False,False,22,1292.0,424.81,867.19,1047.63,154.07,-334.51,67.1
2020-12-15,2020,12,4,Tue,False,False,37,1655.5,529.97,1125.53,1060.76,169.35,-104.58,68.0
2020-12-16,2020,12,4,Wed,False,False,33,1686.0,535.0,1151.0,1060.76,160.25,-70.01,68.3
2020-12-17,2020,12,4,Thu,False,False,39,2549.5,859.58,1689.92,1060.76,162.97,466.19,66.3
2020-12-18,2020,12,4,Fri,False,False,54,2804.0,887.91,1916.09,1060.76,162.81,692.52,68.3
2020-12-19,2020,12,4,Sat,True,False,95,5779.0,1897.77,3881.23,1134.45,179.1,2567.68,67.2
2020-12-20,2020,12,4,Sun,True,False,76,4153.5,1332.1,2821.4,1134.45,167.8,1519.15,67.9
2020-12-21,2020,12,4,Mon,False,False,30,1747.5,587.31,1160.19,1060.76,161.7,-62.27,66.4
2020-12-22,2020,12,4,Tue,False,False,35,2379.5,792.34,1587.16,1060.76,168.14,358.26,66.7
2020-12-23,2020,12,4,Wed,False,False,34,1966.5,630.23,1336.27,1060.76,165.88,109.63,68.0
2020-12-24,2020,12,4,Thu,False,True,51,4050.0,1327.54,2722.46,1060.76,171.37,1490.33,67.2
2020-12-25,2020,12,4,Fri,False,True,71,4338.0,1408.58,2929.42,1060.76,174.2,1694.46,67.5
2020-12-26,2020,12,4,Sat,True,False,77,4548.5,1465.41,3083.09,1134.45,172.51,1776.13,67.8
2020-12-27,2020,12,4,Sun,True,False,77,5283.0,1730.83,3552.17,1134.45,177.71,2240.01,67.2
2020-12-28,2020,12,4,Mon,False,False,39,1978.0,649.08,1328.92,1060.76,164.01,104.15,67.2
2020-12-29,2020,12,4,Tue,False,False,40,1833.5,563.75,1269.75,1060.76,159.27,49.72,69.3
2020-12-30,2020,12,4,Wed,False,False,33,1657.5,545.59,1111.91,1060.76,164.5,-113.35,67.1
2020-12-31,2020,12,4,Thu,False,True,54,3257.0,1002.61,2254.39,1060.76,161.96,1031.67,69.2
2021-01-01,2021,1,1,Fri,False,True,60,3504.0,1131.47,2372.53,1087.28,166.08,1119.17,67.7
2021-01-02,2021,1,1,Sat,True,False,67,4293.5,1429.7,2863.8,1162.81,172.19,1528.8,66.7
2021-01-03,2021,1,1,Sun,True,False,70,4049.5,1356.9,2692.6,1162.81,172.76,1357.03,66.5
2021-01-04,2021,1,1,Mon,False,False,28,2113.0,736.9,1376.1,1073.82,170.38,131.9,65.1
2021-01-05,2021,1,1,Tue,False,False,22,1605.5,514.57,1090.93,1073.82,148.23,-131.12,67.9
2021-01-06,2021,1,1,Wed,False,False,24,2010.5,676.85,1333.65,1073.82,158.37,101.46,66.3
2021-01-07,2021,1,1,Thu,False,False,29,1731.0,564.7,1166.3,1073.82,163.12,-70.64,67.4
2021-01-08,2021,1,1,Fri,False,False,34,2492.5,814.0,1678.5,1087.28,161.43,429.79,67.3
2021-01-09,2021,1,1,Sat,True,False,61,4145.0,1333.05,2811.95,1162.81,166.26,1482.88,67.8
2021-01-10,2021,1,1,Sun,True,False,62,4025.5,1313.63,2711.87,1162.81,176.35,1372.71,67.4
2021-01-11,2021,1,1,Mon,False,False,23,1192.0,374.84,817.16,1073.82,153.86,-410.52,68.6
2021-01-12,2021,1,1,Tue,False,False,25,1405.0,468.05,936.95,1073.82,156.88,-293.75,66.7
2021-01-13,2021,1,1,Wed,False,False,23,1283.5,402.83,880.67,1073.82,161.63,-354.78,68.6
2021-01-14,2021,1,1,Thu,False,False,29,1649.0,539.41,1109.59,1073.82,153.93,-118.16,67.3
2021-01-15,2021,1,1,Fri,False,False,40,2459.0,803.81,1655.19,1087.28,157.83,410.08,67.3
2021-01-16,2021,1,1,Sat,True,False,60,3758.0,1228.51,2529.49,1162.81,165.7,1200.98,67.3
2021-01-17,2021,1,1,Sun,True,False,55,3431.5,1109.37,2322.13,1162.81,177.74,981.58,67.7
2021-01-18,2021,1,1,Mon,False,False,26,1328.5,420.62,907.88,1073.82,173.32,-339.26,68.3
2021-01-19,2021,1,1,Tue,False,False,25,1518.0,508.66,1009.34,1073.82,163.33,-227.81,66.5
2021-01-20,2021,1,1,Wed,False,False,27,1619.0,520.99,1098.01,1073.82,158.57,-134.38,67.8
2021-01-21,2021,1,1,Thu,False,False,30,1726.5,584.51,1141.99,1087.28,164.8,-110.09,66.1
2021-01-22,2021,1,1,Fri,False,False,31,2321.5,799.77,1521.73,1087.28,165.24,269.21,65.5
2021-01-23,2021,1,1,Sat,True,False,60,3476.0,1150.2,2325.8,1162.81,178.85,984.14,66.9
2021-01-24,2021,1,1,Sun,True,False,64,3774.0,1240.43,2533.57,1162.81,163.38,1207.38,67.1
2021-01-25,2021,1,1,Mon,False,False,24,1120.0,351.26,768.74,1073.82,155.2,-460.28,68.6
2021-01-26,2021,1,1,Tue,False,False,25,1513.0,491.36,1021.64,1073.82,162.11,-214.29,67.5
2021-01-27,2021,1,1,Wed,False,False,28,1480.0,494.81,985.19,1073.82,165.17,-253.8,66.6
2021-01-28,2021,1,1,Thu,False,False,27,1614.5,551.53,1062.97,1073.82,154.12,-164.97,65.8
2021-01-29,2021,1,1,Fri,False,False,41,2008.5,658.46,1350.04,1087.28,159.42,103.34,67.2
2021-01-30,2021,1,1,Sat,True,False,61,3196.0,1073.81,2122.19,1162.81,170.75,788.63,66.4
2021-01-31,2021,1,1,Sun,True,False,50,3037.0,990.89,2046.11,1162.81,175.37,707.93,67.4
2021-02-01,2021,2,1,Mon,False,False,30,2603.5,874.86,1728.64,1087.28,174.0,467.36,66.4
2021-02-02,2021,2,1,Tue,False,False,24,1355.0,442.59,912.41,1073.82,168.75,-330.16,67.3
2021-02-03,2021,2,1,Wed,False,False,30,1565.5,493.06,1072.44,1087.28,161.84,-176.68,68.5
2021-02-04,2021,2,1,Thu,False,False,28,2311.0,757.8,1553.2,1073.82,165.6,313.78,67.2
2021-02-05,2021,2,1,Fri,False,False,38,2746.5,898.03,1848.47,1087.28,172.81,588.38,67.3
2021-02-06,2021,2,1,Sat,True,False,73,3898.0,1273.13,2624.87,1162.81,176.75,1285.31,67.3
2021-02-07,2021,2,1,Sun,True,False,55,3041.5,970.55,2070.95,1162.81,164.83,743.31,68.1
2021-02-08,2021,2,1,Mon,False,False,27,1809.5,592.3,1217.2,1073.82,162.13,-18.75,67.3
2021-02-09,2021,2,1,Tue,False,False,28,1368.0,447.56,920.44,1073.82,163.58,-316.96,67.3
2021-02-10,2021,2,1,Wed,False,False,29,2119.0,696.75,1422.25,1073.82,169.08,179.35,67.1
2021-02-11,2021,2,1,Thu,False,False,35,2502.0,821.65,1680.35,1087.28,169.87,423.2,67.2
2021-02-12,2021,2,1,Fri,False,False,43,3384.5,1129.78,2254.72,1087.28,166.34,1001.1,66.6
2021-02-13,2021,2,1,Sat,True,False,64,3984.5,1306.32,2678.18,1162.81,175.67,1339.7,67.2
2021-02-14,2021,2,1,Sun,True,True,74,4384.0,1442.6,2941.4,1162.81,172.66,1605.93,67.1
2021-02-15,2021,2,1,Mon,False,False,28,1910.0,641.44,1268.56,1073.82,161.35,33.39,66.4
2021-02-16,2021,2,1,Tue,False,False,26,1204.5,372.22,832.28,1073.82,166.47,-408.01,69.1
2021-02-17,2021,2,1,Wed,False,False,29,2252.0,737.6,1514.4,1073.82,157.66,282.92,67.2
2021-02-18,2021,2,1,Thu,False,False,31,1632.5,531.64,1100.86,1087.28,159.61,-146.03,67.4
2021-02-19,2021,2,1,Fri,False,False,44,2817.0,938.83,1878.17,1087.28,166.96,623.93,66.7
2021-02-20,2021,2,1,Sat,True,False,63,3855.0,1233.21,2621.79,1162.81,174.44,1284.54,68.0
2021-02-21,2021,2,1,Sun,True,False,65,4372.5,1453.1,2919.4,1162.81,177.94,1578.65,66.8
2021-02-22,2021,2,1,Mon,False,False,22,1039.0,339.36,699.64,1073.82,163.39,-537.57,67.3
2021-02-23,2021,2,1,Tue,False,False,28,1952.0,642.13,1309.87,1073.82,161.56,74.49,67.1
2021-02-24,2021,2,1,Wed,False,False,25,1410.0,444.79,965.21,1073.82,163.59,-272.2,68.5
2021-02-25,2021,2,1,Thu,False,False,30,1573.5,509.7,1063.8,1087.28,157.9,-181.38,67.6
2021-02-26,2021,2,1,Fri,False,False,35,2235.0,741.51,1493.49,1087.28,166.15,240.06,66.8
2021-02-27,2021,2,1,Sat,True,False,63,4212.0,1380.58,2831.42,1162.81,171.37,1497.24,67.2
2021-02-28,2021,2,1,Sun,True,False,58,3813.5,1255.8,2557.7,1162.81,179.64,1215.25,67.1
2021-03-01,2021,3,1,Mon,False,False,25,1326.0,428.79,897.21,1073.82,163.34,-339.95,67.7
2021-03-02,2021,3,1,Tue,False,False,29,1639.0,554.02,1084.98,1073.82,170.52,-159.36,66.2
2021-03-03,2021,3,1,Wed,False,False,29,2165.0,730.94,1434.06,1073.82,167.56,192.68,66.2
2021-03-04,2021,3,1,Thu,False,False,31,1891.5,612.89,1278.61,1087.28,161.79,29.54,67.6
2021-03-05,2021,3,1,Fri,False,False,52,2704.5,874.19,1830.31,1087.28,177.46,565.57,67.7
2021-03-06,2021,3,1,Sat,True,False,61,4124.0,1384.82,2739.18,1162.81,167.65,1408.72,66.4
2021-03-07,2021,3,1,Sun,True,False,72,4294.0,1396.84,2897.16,1162.81,176.58,1557.77,67.5
2021-03-08,2021,3,1,Mon,False,False,30,1625.0,528.86,1096.14,1087.28,158.46,-149.6,67.5
2021-03-09,2021,3,1,Tue,False,False,31,1653.5,544.1,1109.4,1087.28,173.19,-151.07,67.1
2021-03-10,2021,3,1,Wed,False,False,33,1743.5,564.33,1179.17,1087.28,173.09,-81.2,67.6
2021-03-11,2021,3,1,Thu,False,False,29,1557.0,491.44,1065.56,1073.82,164.88,-173.14,68.4
2021-03-12,2021,3,1,Fri,False,False,48,2986.0,1013.48,1972.52,1087.28,164.31,720.93,66.1
2021-03-13,2021,3,1,Sat,True,False,67,4539.0,1480.1,3058.9,1162.81,178.02,1718.07,67.4
2021-03-14,2021,3,1,Sun,True,False,68,4510.5,1461.53,3048.97,1162.81,170.09,1716.07,67.6
